date,from,value,comment
2024-11-15 15:55:03,EQBzrPhnTTjnBKcAx8ouUJllT7QpwlMc3mLx6DhEcSHvqRez,1.0,1 TON Ref#GA3TKNRSGE======
2024-11-15 15:54:46,EQBj-dI2DQoS5DTEzw9OOu6LIuhGhVg5zq2FW_-Vv9nG-dIb,1.0,1 TON Ref#GA3TKNRRHA======
2024-11-15 15:54:42,EQB3J5VnmQ7K9La7AJOGhx23L16pnMvOX6bzjdkcPThR-Yse,1.0,1 TON Ref#GA3TKNRRHE======
2024-11-15 15:54:26,EQDTihRRj1LY8VTrTQ3ONeF6LD088PUSsvBUk6ddlL7zSN8y,1.0,1 TON Ref#GA3TKNRRG4======
2024-11-15 15:54:26,EQBlv7EBjOvDfEsf1TSp3jvJUVDemrZ6pxPIWfpVJ4DoMC_F,1.0,1 TON Ref#GA3TKNRRGY======
2024-11-15 15:54:15,EQCwMimZsI_7lvXFB9XteSQHzypvpz1AcM3YqY59o5PvUw9h,1.0,1 TON Ref#GA3TKNRRGQ======
2024-11-15 15:54:12,EQCMFKtIVlRiR4QM1ZZcazueQtgUTpdN5mXnVvTR02frHRWa,1.0,1 TON Ref#GA3TKNRRGA======
2024-11-15 15:54:19,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNRRGU======
2024-11-15 15:54:10,EQDyoQZMpsP2zanwnOmmAFrU90ZaEs0zhKDd0jHD3zbzl0Om,1.0,1 TON Ref#GA3TKNRRGM======
2024-11-15 15:54:07,EQC62tJIJwGIZFYrPOsQCRTnwuqcY4GsB-rpgqAqDVsXwHEH,1.0,1 TON Ref#GA3TKNRRGI======
2024-11-15 15:54:01,EQAN6Oet-mUBaZqBOamxJJ5LuVvzeoy3KoeSuZES0yZB_m7K,1.0,1 TON Ref#GA3TKNRQHE======
2024-11-15 15:53:56,EQDgm2WuxbjzEUG7ehM0O9p8g3rnf1iDB0-zSDwFR3oPsBRK,1.0,1 TON Ref#GA3TKNRQGY======
2024-11-15 15:53:52,EQBTa2ULKKmZJUgWZi8ZeBAnLjEbe-00n4N-kyTPijgbXQyD,1.0,1 TON Ref#GA3TKNJZHE======
2024-11-15 15:53:35,EQActAXYScTkcQ-1FB7898JSx1vKZdNGtqVCQrYIM1E0Xd-0,1.0,1 TON Ref#GA3TKNRQGI======
2024-11-15 15:53:27,EQDCeZTrcyfeeLl7HrHp6_D_rKDyCfTtbgynWjzkDwHQDQzc,1.0,1 TON Ref#GA3TKNRQGA======
2024-11-15 15:53:37,EQBlv7EBjOvDfEsf1TSp3jvJUVDemrZ6pxPIWfpVJ4DoMC_F,1.0,1 TON Ref#GA3TKNRQGQ======
2024-11-15 15:53:37,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNRQG4======
2024-11-15 15:53:34,EQBJUCfAi8U_RCHXqUOXCMSVnwVSkgU-H38FuStste6Pka1u,1.0,1 TON Ref#GA3TKNRQGU======
2024-11-15 15:53:28,EQB3J5VnmQ7K9La7AJOGhx23L16pnMvOX6bzjdkcPThR-Yse,1.0,1 TON Ref#GA3TKNRQGE======
2024-11-15 15:53:11,EQBRdphCeEf2QRUcY7hP15Vx_xB7vouxcJWFBjltm5I8ebcj,1.0,1 TON Ref#GA3TKNJZHA======
2024-11-15 15:52:39,EQB3J5VnmQ7K9La7AJOGhx23L16pnMvOX6bzjdkcPThR-Yse,1.0,1 TON Ref#GA3TKNJZGY======
2024-11-15 15:52:30,EQA2p4LlTubT_1Cc8CZZL94SJ4HhNJ4f5l2FSOn_xx_c22MG,1.0,1 TON Ref#GA3TKNJZGU======
2024-11-15 15:52:18,EQAUqat_meE-MeWKNjvH34us4-wFdxhWBWejY603D0HPpBwu,1.0,1 TON Ref#GA3TKNJZGQ======
2024-11-15 15:52:14,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJZGM======
2024-11-15 15:52:11,EQB0y0RoIOmsqOL4NZiCgbqfA-8rRfUB0JmCJcjoqcTk-fzm,1.0,1 TON Ref#GA3TKNJZGE======
2024-11-15 15:51:51,EQD_NY9VuSnGZ_Br6S5hLojLSRKg7f88NNNBEtIUm4Z-l6we,1.0,1 TON Ref#GA3TKNJYHE======
2024-11-15 15:51:42,EQCB6SAiu9vUAAHiWYs0h5qpT6fo0zdK021RYYCLTT7WQiMI,1.0,1 TON Ref#GA3TKNJYG4======
2024-11-15 15:51:47,EQB3J5VnmQ7K9La7AJOGhx23L16pnMvOX6bzjdkcPThR-Yse,1.0,1 TON Ref#GA3TKNJYHA======
2024-11-15 15:51:35,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJYGU======
2024-11-15 15:51:21,EQCsqVD6HI7ql3EuJaVhNDQ6qwckXAX6q501iuR2Tgd4KKKn,1.0,1 TON Ref#GA3TKNJYGQ======
2024-11-15 15:51:18,EQA2p4LlTubT_1Cc8CZZL94SJ4HhNJ4f5l2FSOn_xx_c22MG,1.0,1 TON Ref#GA3TKNJYGI======
2024-11-15 15:51:13,EQCCMX2j9G9egCDEuc-JH7NxXof0X9vtS3hibMzBJyGHgqrP,1.0,1 TON Ref#GA3TKNJYGM======
2024-11-15 15:51:02,EQCjK4p8nrYYyid8JJZ44RAlD7fpOmd2QFCCzwifNo1coyjd,1.0,1 TON Ref#GA3TKNJXHE======
2024-11-15 15:51:00,EQD1-mAPCc3aS1Cu7xWFwSlR_WXd2aBJCfZfnSYm1T1epqtd,1.0,1 TON Ref#GA3TKNJXG4======
2024-11-15 15:50:59,EQC33nmTLCfivRseuxBCEVhBlYwL8YUmuRAf1rzzo3IRYlGN,1.0,1 TON Ref#GA3TKNJXHA======
2024-11-15 15:50:45,EQCgVRIsYgCaYsdVLQUz0XCjyM77fjSZhvP_mz3QUQ6qHZJf,1.0,1 TON Ref#GA3TKNJXGU======
2024-11-15 15:50:54,EQBr1OwEKuLB4NS-x57AllQHluEsZENMbwv4YX3R1GVl4i8_,1.0,1 TON Ref#GA3TKNJXGY======
2024-11-15 15:50:38,EQA2p4LlTubT_1Cc8CZZL94SJ4HhNJ4f5l2FSOn_xx_c22MG,1.0,1 TON Ref#GA3TKNJXGI======
2024-11-15 15:50:37,EQDQifmUsXDzeVkUOduwvryRJQUDTQeKl-x6wo3Cyzy-JlXe,1.0,1 TON Ref#GA3TKNJXGQ======
2024-11-15 15:50:25,EQCQioHRZQ7LPrDJ9fGTdGbJ-3bAZ17cmgGXzCMH-35e4hlL,1.0,1 TON Ref#GA3TKNJXGM======
2024-11-15 15:50:21,EQCeQIyB92ybdTbkriPnOGU6TS8Jrtj783Hw4JmnTehfcvzb,1.0,1 TON Ref#GA3TKNJXGE======
2024-11-15 15:50:23,EQDFSBuc5RKWHUCbFcpFlBuoF-jSAR-EE4NzVQdhU-y4kjx9,1.0,1 TON Ref#GA3TKNJWG4======
2024-11-15 15:50:21,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJXGA======
2024-11-15 15:50:21,EQB3J5VnmQ7K9La7AJOGhx23L16pnMvOX6bzjdkcPThR-Yse,1.0,1 TON Ref#GA3TKNJWHE======
2024-11-15 15:49:46,EQB_qpCfCh8oCRIlzInW7GmHRIth9DW9PvHoYJ7QpfyuEb99,1.0,1 TON Ref#GA3TKNJWHA======
2024-11-15 15:49:46,EQBxKUxgM6wEnlZTHkDKTcGpSjNl1DovmZJUhLkzcHlPhrxW,1.0,1 TON Ref#GA3TKNJWGU======
2024-11-15 15:49:46,EQBmcz_hkY_koWwvMY5EBe3eiddncSkkyqQknCpYeXR6sUQY,1.0,1 TON Ref#GA3TKNJWGY======
2024-11-15 15:49:35,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJWGM======
2024-11-15 15:49:18,EQDQifmUsXDzeVkUOduwvryRJQUDTQeKl-x6wo3Cyzy-JlXe,1.0,1 TON Ref#GA3TKNJWGE======
2024-11-15 15:49:18,EQA2p4LlTubT_1Cc8CZZL94SJ4HhNJ4f5l2FSOn_xx_c22MG,1.0,1 TON Ref#GA3TKNJVHE======
2024-11-15 15:49:18,EQCQioHRZQ7LPrDJ9fGTdGbJ-3bAZ17cmgGXzCMH-35e4hlL,1.0,1 TON Ref#GA3TKNJWGA======
2024-11-15 15:48:57,EQDx5_GBqlTiOavA0240ls_TtLW3udjDaczQUxq8xxV1dfk9,1.0,1 TON Ref#GA3TKNJVHA======
2024-11-15 15:48:45,EQA8glkq3_8c1Hv1T29_FK5R3nSBJDdBkWZKOrONUAoLn7L6,1.0,1 TON Ref#GA3TKNJVGM======
2024-11-15 15:48:50,EQB3J5VnmQ7K9La7AJOGhx23L16pnMvOX6bzjdkcPThR-Yse,1.0,1 TON Ref#GA3TKNJVG4======
2024-11-15 15:48:47,EQB_qpCfCh8oCRIlzInW7GmHRIth9DW9PvHoYJ7QpfyuEb99,1.0,1 TON Ref#GA3TKNJVGU======
2024-11-15 15:48:37,EQALYfopwC2XkVbaJvLTEEzejE7TxxN3XeNIbsnhAWIxB6a7,1.0,1 TON Ref#GA3TKNJVGE======
2024-11-15 15:48:18,EQDFSBuc5RKWHUCbFcpFlBuoF-jSAR-EE4NzVQdhU-y4kjx9,1.0,1 TON Ref#GA3TKNJVGA======
2024-11-15 15:48:21,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJUHE======
2024-11-15 15:48:12,EQAAZNNhjYI-cI64VtOU8zwCSZjzmoxbN4weaSeZFUH3GrRA,1.0,1 TON Ref#GA3TKNJUHA======
2024-11-15 15:47:44,EQD5VPLtfBv_wXO8yyCPxqUH1mQ4acYFeAFhJODvChte8wKP,1.0,1 TON Ref#GA3TKNJUG4======
2024-11-15 15:47:41,EQAd8Vp0kid60UjUzlBK8N_JPSw83vukTHtZX4e5jqrDxEd8,1.0,1 TON Ref#GA3TKNJUGU======
2024-11-15 15:47:42,EQDdclZoo3qhVNzxPo7ALLhz73aj8Nrj3NZPEhIgQyQnAgrv,1.0,1 TON Ref#GA3TKNJUGM======
2024-11-15 15:47:39,EQATYZUazhsmnL48b23rP2B_tsB1yhNuoTlflCjPwo74PPF-,1.0,1 TON Ref#GA3TKNJUGQ======
2024-11-15 15:47:31,EQDHyXYSYOivWc6JZb7uRTJ3DAUUK-yU_CNV-tKqoCQnIRhA,1.0,1 TON Ref#GA3TKNJUGA======
2024-11-15 15:47:31,EQDx5_GBqlTiOavA0240ls_TtLW3udjDaczQUxq8xxV1dfk9,1.0,1 TON Ref#GA3TKNJUGI======
2024-11-15 15:47:38,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJUGY======
2024-11-15 15:47:28,EQB3J5VnmQ7K9La7AJOGhx23L16pnMvOX6bzjdkcPThR-Yse,1.0,1 TON Ref#GA3TKNJTHE======
2024-11-15 15:47:04,EQDZCXn97IfwDoC_0ooOfgcVSFbr09RAvqYOWIhiMXroeAr6,1.0,1 TON Ref#GA3TKNJTHA======
2024-11-15 15:47:04,EQALYfopwC2XkVbaJvLTEEzejE7TxxN3XeNIbsnhAWIxB6a7,1.0,1 TON Ref#GA3TKNJTG4======
2024-11-15 15:46:47,EQA8glkq3_8c1Hv1T29_FK5R3nSBJDdBkWZKOrONUAoLn7L6,1.0,1 TON Ref#GA3TKNJTGY======
2024-11-15 15:46:40,EQDdclZoo3qhVNzxPo7ALLhz73aj8Nrj3NZPEhIgQyQnAgrv,1.0,1 TON Ref#GA3TKNJTGI======
2024-11-15 15:46:28,EQCjK4p8nrYYyid8JJZ44RAlD7fpOmd2QFCCzwifNo1coyjd,1.0,1 TON Ref#GA3TKNJTGE======
2024-11-15 15:46:26,EQD5VPLtfBv_wXO8yyCPxqUH1mQ4acYFeAFhJODvChte8wKP,1.0,1 TON Ref#GA3TKNJTGM======
2024-11-15 15:46:27,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJTGU======
2024-11-15 15:46:14,EQAFxsKYOt0g3kxwVS6P4XzLfDLebH84OsarzoJL0SlG5hBL,1.0,1 TON Ref#GA3TKNJSHA======
2024-11-15 15:46:13,EQDx5_GBqlTiOavA0240ls_TtLW3udjDaczQUxq8xxV1dfk9,1.0,1 TON Ref#GA3TKNJTGA======
2024-11-15 15:45:57,EQDsEyCdoPrPwg-vVfUJmLnABU3l6s4ExZUVCUaHb6UFT9T2,1.0,1 TON Ref#GA3TKNJSGM======
2024-11-15 15:45:56,EQCQioHRZQ7LPrDJ9fGTdGbJ-3bAZ17cmgGXzCMH-35e4hlL,1.0,1 TON Ref#GA3TKNJSGY======
2024-11-15 15:45:42,EQAAZNNhjYI-cI64VtOU8zwCSZjzmoxbN4weaSeZFUH3GrRA,1.0,1 TON Ref#GA3TKNJSGI======
2024-11-15 15:45:48,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJSGQ======
2024-11-15 15:45:23,EQD6S1wgEOPEUmjjl811s-mXhBOk4GF19EWriM9fSF3DqjXh,1.0,1 TON Ref#GA3TKNJSGE======
2024-11-15 15:45:26,EQBqPh6H_wdalm9h-A-hRTVgYevKRQQtsF6jCzM7egXmaOGc,1.0,1 TON Ref#GA3TKNJSGA======
2024-11-15 15:45:16,EQBlv7EBjOvDfEsf1TSp3jvJUVDemrZ6pxPIWfpVJ4DoMC_F,1.0,1 TON Ref#GA3TKNJRHE======
2024-11-15 15:44:56,EQA8glkq3_8c1Hv1T29_FK5R3nSBJDdBkWZKOrONUAoLn7L6,1.0,1 TON Ref#GA3TKNJRHA======
2024-11-15 15:44:45,EQDyoQZMpsP2zanwnOmmAFrU90ZaEs0zhKDd0jHD3zbzl0Om,1.0,1 TON Ref#GA3TKNJRG4======
2024-11-15 15:44:42,EQBmcz_hkY_koWwvMY5EBe3eiddncSkkyqQknCpYeXR6sUQY,1.0,1 TON Ref#GA3TKNJRGQ======
2024-11-15 15:44:31,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJRGU======
2024-11-15 15:43:43,EQANQE3dNheWA-gksphy8B05-OiLdVqMnK8iT3DQcpyXZkp1,1.0,1 TON Ref#GA3TKNJRGM======
2024-11-15 15:43:39,EQCwLgiwJIpYX4Htx1hAx55apO3RPqCRJnQl7uts5SxYihBm,1.0,1 TON Ref#GA3TKNJRGE======
2024-11-15 15:43:34,EQCKXnuqrgcUQpr6VRKOHz-7fP7TGgfwR_Q5Hjdg1rVNQ5Nt,1.0,1 TON Ref#GA3TKNJRGI======
2024-11-15 15:43:22,EQDyoQZMpsP2zanwnOmmAFrU90ZaEs0zhKDd0jHD3zbzl0Om,1.0,1 TON Ref#GA3TKNJRGA======
2024-11-15 15:43:16,EQBTWFR_pXj-oDzAUFHT2RUoB-Sx2NkE8bGda5lvu_t7bG7k,1.0,1 TON Ref#GA3TKNJQHE======
2024-11-15 15:42:36,EQBlv7EBjOvDfEsf1TSp3jvJUVDemrZ6pxPIWfpVJ4DoMC_F,1.0,1 TON Ref#GA3TKNJQGY======
2024-11-15 15:42:23,EQDHNFnEOA5wRA7_uBnPJ05d9vXmeq7-Ro_Xpwv1CZ9YqcI3,5.0,5 TON Ref#GA3TKNJQGQ======
2024-11-15 15:42:20,EQA8p_KDeWQwzf46Ak_d-FDThCJZGwtVGTsJAJcc7-J1MH1N,1.0,1 TON Ref#GA3TKNJQGM======
2024-11-15 15:41:50,EQAngQWTO1ms6tbDi9Addlc1v51dHGNvRIbbKTMg4PE90ZzJ,1.0,1 TON Ref#GA3TKNBZHE======
2024-11-15 15:41:50,EQCKXnuqrgcUQpr6VRKOHz-7fP7TGgfwR_Q5Hjdg1rVNQ5Nt,1.0,1 TON Ref#GA3TKNJQGA======
2024-11-15 15:41:39,EQDHNFnEOA5wRA7_uBnPJ05d9vXmeq7-Ro_Xpwv1CZ9YqcI3,1.0,1 TON Ref#GA3TKNBZHA======
2024-11-15 15:41:34,EQAAZNNhjYI-cI64VtOU8zwCSZjzmoxbN4weaSeZFUH3GrRA,1.0,1 TON Ref#GA3TKNBZGY======
2024-11-15 15:41:20,EQANQE3dNheWA-gksphy8B05-OiLdVqMnK8iT3DQcpyXZkp1,1.0,1 TON Ref#GA3TKNBZGQ======
2024-11-15 15:41:16,EQC2MCfUaiWjKXviib1CQBqq2E-qwDsEVBCnMFRWJM9v7enS,1.0,1 TON Ref#GA3TKNBZGU======
2024-11-15 15:40:27,EQCKXnuqrgcUQpr6VRKOHz-7fP7TGgfwR_Q5Hjdg1rVNQ5Nt,1.0,1 TON Ref#GA3TKNBZGI======
2024-11-15 15:39:46,EQBsMmtSX62cdvVsXZ-PjIAKw4iaOO9i1w-D9Jhl3FVs07Cq,1.0,1 TON Ref#GA3TKNBYHE======
2024-11-15 15:39:06,EQAO-YyyqDeH7t2Yayqk6R2jVoTYr215csr45tQVbQRIT6ED,1.0,1 TON Ref#GA3TKNBYHA======
2024-11-15 15:39:03,EQBGJgQxAtiyi5YrZebc2LNMxq4VAD6JoJbx-G-mO9BmRFt4,1.0,1 TON Ref#GA3TKNBYG4======
2024-11-15 15:38:44,EQBf_oFBU9OeOlJ-rKK6z8_A4u6CGkG5hOkXZYe9Aw4lNuCg,1.0,1 TON Ref#GA3TKNBYGU======
2024-11-15 15:38:19,EQC2MCfUaiWjKXviib1CQBqq2E-qwDsEVBCnMFRWJM9v7enS,1.0,1 TON Ref#GA3TKNBYGQ======
