date,from,value,comment
2024-11-15 22:05:18,EQBsO9s03Ap1TbvH0sfiBp-D7dF80YAVcy2rvjPh4hH8kbRY,1.0,1 TON Ref#GA4DCNZSHA======
2024-11-15 22:05:07,EQBB0KF_-Buq3XseoeV_VErstekKQyZ3SoOhDqcPwC8Mor2X,1.0,1 TON Ref#GA4DCNZSGI======
2024-11-15 22:04:58,EQAuJXH4kUtC_2DXyNrajL1nvnGJmbgbsVMIKrGhkehEWPAw,1.0,1 TON Ref#GA4DCNZSGE======
2024-11-15 22:04:38,EQBsO9s03Ap1TbvH0sfiBp-D7dF80YAVcy2rvjPh4hH8kbRY,1.0,1 TON Ref#GA4DCNZRHE======
2024-11-15 22:04:30,EQBZGrQOJm_fo7FtMnB7YSKiIhr3koM1sDW6EhmLr-8CvuTX,1.0,1 TON Ref#GA4DCNZRHA======
2024-11-15 22:04:02,EQAClbOZfGWRtVt-uQ2ELQkLo4iib7RdontgllRh09K_b3q8,3.4,3.4 TON Ref#GA4DCNZRGU======
2024-11-15 22:03:43,EQDl1x39n-V8bULgBVKq-K3DB5WgWU-aIM9dsei3uK70T-OU,4.82,4.82 TON Ref#GA4DCNZRGM======
2024-11-15 22:03:39,EQBZGrQOJm_fo7FtMnB7YSKiIhr3koM1sDW6EhmLr-8CvuTX,1.0,1 TON Ref#GA4DCNZRGQ======
2024-11-15 22:03:29,EQDo8xOYre9GejVpQ2AutHrKGYAOaEQ61nQl5f8FOEbUJAZh,1.0,1 TON Ref#GA4DCNZRGE======
2024-11-15 22:03:21,EQBsO9s03Ap1TbvH0sfiBp-D7dF80YAVcy2rvjPh4hH8kbRY,1.0,1 TON Ref#GA4DCNZRGA======
2024-11-15 22:03:06,EQDibkH3CNTKJaoEWPkY1aU12aNRZSNKg5UDUo-RO8CDt4Ec,1.0,1 TON Ref#GA4DCNZQHA======
2024-11-15 22:03:08,EQA4izAVmcFh9lGjOAowHvKQ9HjY3EvfQx2hMJKWojScvkaT,5.0,5 TON Ref#GA4DCNZQG4======
2024-11-15 22:03:05,EQCDS4HXQ5KKkHILnso-Sk8wNQoEoI83YC3nqSf9uA1klx7A,3.99,3.99 TON Ref#GA4DCNZQGY======
2024-11-15 22:02:58,EQAuJXH4kUtC_2DXyNrajL1nvnGJmbgbsVMIKrGhkehEWPAw,1.0,1 TON Ref#GA4DCNZQGU======
2024-11-15 22:02:39,EQDo8xOYre9GejVpQ2AutHrKGYAOaEQ61nQl5f8FOEbUJAZh,1.0,1 TON Ref#GA4DCNZQGM======
2024-11-15 22:02:42,EQBsO9s03Ap1TbvH0sfiBp-D7dF80YAVcy2rvjPh4hH8kbRY,1.0,1 TON Ref#GA4DCNZQGQ======
2024-11-15 22:02:29,EQBB0KF_-Buq3XseoeV_VErstekKQyZ3SoOhDqcPwC8Mor2X,1.0,1 TON Ref#GA4DCNRZG4======
2024-11-15 22:02:29,EQBZGrQOJm_fo7FtMnB7YSKiIhr3koM1sDW6EhmLr-8CvuTX,1.0,1 TON Ref#GA4DCNZQGE======
2024-11-15 22:02:11,EQAuJXH4kUtC_2DXyNrajL1nvnGJmbgbsVMIKrGhkehEWPAw,5.0,5 TON Ref#GA4DCNRZGM======
2024-11-15 22:01:50,EQCEEQiSDkjL3GHCfJHJ36qR7OGCUQVaS_iRJmZCB32yV_2o,1.0,1 TON Ref#GA4DCNRZGE======
2024-11-15 22:01:47,EQBZGrQOJm_fo7FtMnB7YSKiIhr3koM1sDW6EhmLr-8CvuTX,1.0,1 TON Ref#GA4DCNRZGQ======
2024-11-15 22:01:27,EQBsO9s03Ap1TbvH0sfiBp-D7dF80YAVcy2rvjPh4hH8kbRY,1.0,1 TON Ref#GA4DCNRYHE======
2024-11-15 22:01:06,EQAubeonwIxjDmtrMd5uBKFE6LLTsnkFBPS3-di_D2MJwx2r,4.45,4.45 TON Ref#GA4DCNRYHA======
2024-11-15 22:00:51,EQDibkH3CNTKJaoEWPkY1aU12aNRZSNKg5UDUo-RO8CDt4Ec,3.57,3.57 TON Ref#GA4DCNRYG4======
2024-11-15 22:00:43,EQDo8xOYre9GejVpQ2AutHrKGYAOaEQ61nQl5f8FOEbUJAZh,1.0,1 TON Ref#GA4DCNRYGQ======
2024-11-15 22:00:46,EQBZGrQOJm_fo7FtMnB7YSKiIhr3koM1sDW6EhmLr-8CvuTX,1.0,1 TON Ref#GA4DCNRYGU======
2024-11-15 22:00:37,EQCTijB3k2iEx8drs_UjF-zXg2IHtwcriABXqOqgXHOGrrvY,5.0,5 TON Ref#GA4DCNRYGM======
2024-11-15 22:00:42,EQBsO9s03Ap1TbvH0sfiBp-D7dF80YAVcy2rvjPh4hH8kbRY,1.0,1 TON Ref#GA4DCNRYGY======
2024-11-15 21:59:52,EQDgwEilJD9wO8G5ouJ1qs9UvlDQ_kPqWn8EfJQbsu7zpnJO,1.0,1 TON Ref#GA4DCNRXGQ======
2024-11-15 21:59:48,EQAztAtRUIebSCoV0CSJBQw6kXFgMEIISiqJP_t8qHhKdTdm,5.0,5 TON Ref#GA4DCNRXGM======
